Order_ID,Warehouse_ID,Ship_Date,Delivery_Date,Delivery_Status,Return_Status,Return_Reason
525,3,08-10-2023,12-10-2023,On-time,No,None
526,4,12-07-2023,14-07-2023,On-time,No,None
527,4,06-07-2023,10-07-2023,On-time,No,None
528,2,13-09-2023,15-09-2023,On-time,No,None
529,1,23-03-2023,25-03-2023,On-time,No,None
530,7,19-03-2023,24-03-2023,Late,No,None
531,3,02-08-2023,06-08-2023,On-time,No,None
532,3,21-09-2023,26-09-2023,Late,No,None
533,4,31-03-2023,06-04-2023,Late,No,None
534,1,22-03-2023,28-03-2023,Late,No,None
535,8,18-08-2023,22-08-2023,On-time,No,None
536,10,08-12-2023,14-12-2023,Late,No,None
537,9,30-08-2023,05-09-2023,Late,Yes,Wrong Item
538,3,31-01-2023,03-02-2023,On-time,No,None
539,8,02-11-2023,05-11-2023,On-time,No,None
540,7,15-06-2023,17-06-2023,On-time,No,None
541,5,31-01-2023,02-02-2023,On-time,No,None
542,8,28-08-2023,03-09-2023,Late,Yes,Late
543,2,02-08-2023,08-08-2023,Late,No,None
544,2,13-06-2023,17-06-2023,On-time,No,None
545,8,01-07-2023,03-07-2023,On-time,No,None
546,4,27-06-2023,29-06-2023,On-time,No,None
547,8,29-01-2023,31-01-2023,On-time,No,None
548,10,13-09-2023,19-09-2023,Late,No,None
549,7,08-12-2023,10-12-2023,On-time,No,None
550,7,18-09-2023,21-09-2023,On-time,No,None
551,3,01-12-2023,03-12-2023,On-time,No,None
552,2,30-08-2023,03-09-2023,On-time,No,None
553,4,05-10-2023,11-10-2023,Late,Yes,Wrong Item
554,5,23-09-2023,29-09-2023,Late,No,None
555,8,20-01-2023,25-01-2023,Late,No,None
556,2,19-02-2023,21-02-2023,On-time,No,None
557,2,27-05-2023,02-06-2023,Late,Yes,Late
558,6,17-11-2023,21-11-2023,On-time,No,None
559,6,28-04-2023,30-04-2023,On-time,No,None
560,4,06-01-2023,12-01-2023,Late,Yes,Wrong Item
561,7,01-06-2023,07-06-2023,Late,No,None
562,4,04-11-2023,09-11-2023,Late,No,None
563,6,24-07-2023,26-07-2023,On-time,No,None
564,3,16-09-2023,20-09-2023,On-time,No,None
565,3,05-02-2023,09-02-2023,On-time,No,None
566,3,11-08-2023,15-08-2023,On-time,No,None
567,6,30-05-2023,01-06-2023,On-time,No,None
568,3,26-04-2023,30-04-2023,On-time,No,None
569,6,20-10-2023,26-10-2023,Late,Yes,Wrong Item
570,8,04-08-2023,09-08-2023,Late,No,None
571,3,24-01-2023,28-01-2023,On-time,No,None
572,10,08-07-2023,13-07-2023,Late,No,None
573,9,19-11-2023,25-11-2023,Late,Yes,Wrong Item
574,8,10-06-2023,14-06-2023,On-time,No,None
575,7,29-01-2023,02-02-2023,On-time,No,None
576,10,26-03-2023,01-04-2023,Late,No,None
577,6,14-08-2023,16-08-2023,On-time,No,None
578,5,02-01-2024,05-01-2024,On-time,No,None
579,4,23-01-2023,25-01-2023,On-time,No,None
580,10,19-09-2023,24-09-2023,Late,Yes,Damaged
581,6,21-12-2023,23-12-2023,On-time,No,None
582,4,24-12-2023,29-12-2023,Late,No,None
583,1,24-03-2023,29-03-2023,Late,No,None
584,1,29-06-2023,05-07-2023,Late,Yes,Damaged
585,6,10-04-2023,12-04-2023,On-time,No,None
586,3,17-03-2023,23-03-2023,Late,Yes,Damaged
587,3,11-04-2023,17-04-2023,Late,Yes,Late
588,10,18-02-2023,22-02-2023,On-time,No,None
589,2,20-11-2023,24-11-2023,On-time,No,None
590,2,27-12-2023,31-12-2023,On-time,No,None
591,2,26-08-2023,29-08-2023,On-time,No,None
592,3,01-03-2023,06-03-2023,Late,Yes,Damaged
593,7,22-09-2023,26-09-2023,On-time,No,None
594,2,04-11-2023,09-11-2023,Late,Yes,Late
595,1,02-09-2023,06-09-2023,On-time,No,None
596,7,31-10-2023,06-11-2023,Late,Yes,Late
597,1,13-04-2023,15-04-2023,On-time,No,None
598,10,21-06-2023,26-06-2023,Late,Yes,Late
599,8,06-12-2023,11-12-2023,Late,No,None
600,10,28-11-2023,02-12-2023,On-time,No,None
601,10,16-04-2023,22-04-2023,Late,No,None
602,4,07-06-2023,11-06-2023,On-time,No,None
603,6,30-10-2023,01-11-2023,On-time,No,None
604,8,10-08-2023,12-08-2023,On-time,No,None
605,10,07-12-2023,09-12-2023,On-time,No,None
606,6,24-05-2023,27-05-2023,On-time,No,None
607,6,01-11-2023,03-11-2023,On-time,No,None
608,5,03-03-2023,08-03-2023,Late,No,None
609,3,29-06-2023,05-07-2023,Late,No,None
610,6,25-06-2023,01-07-2023,Late,No,None
611,3,23-02-2023,27-02-2023,On-time,No,None
612,5,11-10-2023,14-10-2023,On-time,No,None
613,2,19-11-2023,23-11-2023,On-time,No,None
614,10,03-07-2023,05-07-2023,On-time,No,None
615,4,19-08-2023,22-08-2023,On-time,No,None
616,8,30-01-2023,01-02-2023,On-time,No,None
617,3,14-01-2023,16-01-2023,On-time,No,None
618,3,12-09-2023,16-09-2023,On-time,No,None
619,6,09-07-2023,15-07-2023,Late,No,None
620,10,02-03-2023,05-03-2023,On-time,No,None
621,3,03-12-2023,08-12-2023,Late,Yes,Damaged
622,6,16-11-2023,21-11-2023,Late,No,None
623,4,22-08-2023,28-08-2023,Late,Yes,Late
624,1,28-10-2023,01-11-2023,On-time,No,None
625,3,26-04-2023,01-05-2023,Late,Yes,Damaged
626,1,27-09-2023,29-09-2023,On-time,No,None
627,5,15-02-2023,17-02-2023,On-time,No,None
628,6,28-12-2023,01-01-2024,On-time,No,None
629,6,17-10-2023,20-10-2023,On-time,No,None
630,4,07-11-2023,10-11-2023,On-time,No,None
631,9,31-07-2023,06-08-2023,Late,No,None
632,4,06-03-2023,11-03-2023,Late,Yes,Late
633,8,03-09-2023,08-09-2023,Late,Yes,Damaged
634,6,02-02-2023,08-02-2023,Late,Yes,Damaged
635,2,16-05-2023,22-05-2023,Late,No,None
636,2,12-05-2023,17-05-2023,Late,No,None
637,7,04-03-2023,07-03-2023,On-time,No,None
638,5,24-11-2023,30-11-2023,Late,Yes,Damaged
639,3,27-09-2023,29-09-2023,On-time,No,None
640,8,17-05-2023,21-05-2023,On-time,No,None
641,4,13-05-2023,16-05-2023,On-time,No,None
642,8,19-12-2023,21-12-2023,On-time,No,None
643,9,21-05-2023,25-05-2023,On-time,No,None
644,10,30-04-2023,02-05-2023,On-time,No,None
645,7,24-11-2023,26-11-2023,On-time,No,None
646,1,27-10-2023,29-10-2023,On-time,No,None
647,3,15-10-2023,18-10-2023,On-time,No,None
648,1,17-04-2023,19-04-2023,On-time,No,None
649,5,22-02-2023,27-02-2023,Late,Yes,Wrong Item
650,7,08-04-2023,10-04-2023,On-time,No,None
651,8,13-10-2023,19-10-2023,Late,No,None
652,7,16-02-2023,20-02-2023,On-time,No,None
653,6,04-09-2023,10-09-2023,Late,No,None
654,1,09-03-2023,15-03-2023,Late,No,None
655,4,29-12-2023,02-01-2024,On-time,No,None
656,5,07-10-2023,10-10-2023,On-time,No,None
657,2,09-07-2023,13-07-2023,On-time,No,None
658,2,27-08-2023,01-09-2023,Late,Yes,Wrong Item
659,6,19-03-2023,21-03-2023,On-time,No,None
660,4,20-01-2023,23-01-2023,On-time,No,None
661,9,15-02-2023,18-02-2023,On-time,No,None
662,4,11-10-2023,16-10-2023,Late,Yes,Damaged
663,2,15-08-2023,18-08-2023,On-time,No,None
664,10,01-10-2023,06-10-2023,Late,No,None
665,6,04-10-2023,06-10-2023,On-time,No,None
666,1,16-04-2023,19-04-2023,On-time,No,None
667,10,04-05-2023,09-05-2023,Late,Yes,Wrong Item
668,5,30-08-2023,01-09-2023,On-time,No,None
669,7,01-10-2023,04-10-2023,On-time,No,None
670,9,21-08-2023,25-08-2023,On-time,No,None
671,10,20-06-2023,22-06-2023,On-time,No,None
672,5,16-05-2023,21-05-2023,Late,No,None
673,3,15-07-2023,20-07-2023,Late,Yes,Late
674,6,08-05-2023,10-05-2023,On-time,No,None
675,1,06-11-2023,10-11-2023,On-time,No,None
676,3,15-06-2023,20-06-2023,Late,Yes,Damaged
677,7,02-09-2023,07-09-2023,Late,Yes,Wrong Item
678,6,03-07-2023,08-07-2023,Late,No,None
679,8,11-02-2023,16-02-2023,Late,No,None
680,9,22-04-2023,25-04-2023,On-time,No,None
681,4,08-10-2023,12-10-2023,On-time,No,None
682,9,07-01-2023,10-01-2023,On-time,No,None
683,4,12-09-2023,18-09-2023,Late,No,None
684,9,14-06-2023,16-06-2023,On-time,No,None
685,1,03-02-2023,05-02-2023,On-time,No,None
686,2,31-05-2023,04-06-2023,On-time,No,None
687,4,20-04-2023,26-04-2023,Late,No,None
688,3,13-05-2023,15-05-2023,On-time,No,None
689,1,09-08-2023,15-08-2023,Late,No,None
690,10,20-10-2023,23-10-2023,On-time,No,None
691,5,07-02-2023,11-02-2023,On-time,No,None
692,10,27-03-2023,01-04-2023,Late,Yes,Wrong Item
693,1,01-03-2023,07-03-2023,Late,Yes,Wrong Item
694,8,16-10-2023,21-10-2023,Late,Yes,Late
695,9,12-09-2023,17-09-2023,Late,No,None
696,4,10-04-2023,12-04-2023,On-time,No,None
697,8,15-08-2023,19-08-2023,On-time,No,None
698,1,09-07-2023,15-07-2023,Late,No,None
699,5,10-04-2023,15-04-2023,Late,No,None
700,4,07-10-2023,11-10-2023,On-time,No,None
701,5,30-04-2023,05-05-2023,Late,No,None
702,4,18-05-2023,21-05-2023,On-time,No,None
703,3,23-09-2023,26-09-2023,On-time,No,None
704,10,09-03-2023,14-03-2023,Late,No,None
705,6,27-10-2023,31-10-2023,On-time,No,None
706,9,07-08-2023,10-08-2023,On-time,No,None
707,9,14-01-2023,19-01-2023,Late,No,None
708,1,29-04-2023,03-05-2023,On-time,No,None
709,2,06-04-2023,12-04-2023,Late,No,None
710,5,24-10-2023,26-10-2023,On-time,No,None
711,1,13-10-2023,18-10-2023,Late,No,None
712,3,29-03-2023,02-04-2023,On-time,No,None
713,4,02-01-2024,04-01-2024,On-time,No,None
714,3,31-12-2023,06-01-2024,Late,No,None
715,5,13-06-2023,18-06-2023,Late,No,None
716,9,04-07-2023,09-07-2023,Late,No,None
717,7,22-12-2023,25-12-2023,On-time,No,None
718,4,27-01-2023,02-02-2023,Late,No,None
719,8,17-11-2023,23-11-2023,Late,No,None
720,7,04-04-2023,08-04-2023,On-time,No,None
721,6,31-07-2023,04-08-2023,On-time,No,None
722,7,30-04-2023,05-05-2023,Late,No,None
723,9,24-06-2023,29-06-2023,Late,No,None
724,10,04-02-2023,08-02-2023,On-time,No,None
725,4,15-02-2023,18-02-2023,On-time,No,None
726,8,29-11-2023,05-12-2023,Late,Yes,Damaged
727,9,24-02-2023,26-02-2023,On-time,No,None
728,3,10-04-2023,13-04-2023,On-time,No,None
729,9,22-09-2023,27-09-2023,Late,Yes,Damaged
730,8,30-09-2023,06-10-2023,Late,No,None
731,1,14-02-2023,17-02-2023,On-time,No,None
732,8,08-02-2023,14-02-2023,Late,No,None
733,8,21-03-2023,26-03-2023,Late,Yes,Wrong Item
734,6,22-07-2023,24-07-2023,On-time,No,None
735,1,06-06-2023,08-06-2023,On-time,No,None
736,1,07-04-2023,09-04-2023,On-time,No,None
737,9,09-10-2023,13-10-2023,On-time,No,None
738,9,06-11-2023,12-11-2023,Late,No,None
739,5,03-01-2023,07-01-2023,On-time,No,None
740,6,09-01-2023,12-01-2023,On-time,No,None
741,6,31-01-2023,04-02-2023,On-time,No,None
742,9,14-08-2023,20-08-2023,Late,No,None
743,1,23-10-2023,29-10-2023,Late,No,None
744,5,18-08-2023,23-08-2023,Late,Yes,Late
745,10,21-07-2023,25-07-2023,On-time,No,None
746,10,14-12-2023,20-12-2023,Late,Yes,Damaged
747,3,01-04-2023,06-04-2023,Late,No,None
748,10,02-01-2024,06-01-2024,On-time,No,None
749,2,25-10-2023,30-10-2023,Late,No,None
750,5,10-07-2023,14-07-2023,On-time,No,None
751,9,06-10-2023,11-10-2023,Late,Yes,Damaged
752,5,20-09-2023,23-09-2023,On-time,No,None
753,1,07-03-2023,11-03-2023,On-time,No,None
754,6,12-11-2023,17-11-2023,Late,No,None
755,3,27-08-2023,31-08-2023,On-time,No,None
756,8,17-09-2023,19-09-2023,On-time,No,None
757,2,03-09-2023,07-09-2023,On-time,No,None
758,7,05-08-2023,11-08-2023,Late,Yes,Late
759,4,25-04-2023,01-05-2023,Late,No,None
760,1,29-08-2023,04-09-2023,Late,Yes,Damaged
761,1,27-12-2023,01-01-2024,Late,No,None
762,4,05-03-2023,11-03-2023,Late,No,None
763,4,18-12-2023,24-12-2023,Late,No,None
764,3,15-05-2023,18-05-2023,On-time,No,None
765,1,03-02-2023,08-02-2023,Late,Yes,Damaged
766,7,14-08-2023,16-08-2023,On-time,No,None
767,7,16-11-2023,19-11-2023,On-time,No,None
768,6,18-10-2023,23-10-2023,Late,Yes,Late
769,8,06-07-2023,11-07-2023,Late,No,None
770,5,16-05-2023,22-05-2023,Late,No,None
771,4,14-03-2023,20-03-2023,Late,No,None
772,6,14-08-2023,19-08-2023,Late,No,None
773,2,27-09-2023,29-09-2023,On-time,No,None
774,2,20-10-2023,26-10-2023,Late,No,None
775,2,20-09-2023,23-09-2023,On-time,No,None
776,8,09-08-2023,15-08-2023,Late,Yes,Late
777,7,17-12-2023,23-12-2023,Late,No,None
778,4,05-05-2023,09-05-2023,On-time,No,None
779,5,20-11-2023,25-11-2023,Late,No,None
780,9,12-06-2023,14-06-2023,On-time,No,None
781,7,16-07-2023,22-07-2023,Late,No,None
782,4,08-04-2023,11-04-2023,On-time,No,None
783,5,01-05-2023,05-05-2023,On-time,No,None
784,4,11-01-2023,14-01-2023,On-time,No,None
785,10,25-05-2023,28-05-2023,On-time,No,None
786,8,26-04-2023,30-04-2023,On-time,No,None
787,7,15-12-2023,17-12-2023,On-time,No,None
788,3,07-10-2023,11-10-2023,On-time,No,None
789,2,07-08-2023,10-08-2023,On-time,No,None
790,9,25-01-2023,29-01-2023,On-time,No,None
791,9,04-03-2023,07-03-2023,On-time,No,None
792,1,02-09-2023,04-09-2023,On-time,No,None
793,1,27-03-2023,31-03-2023,On-time,No,None
794,8,17-02-2023,20-02-2023,On-time,No,None
795,7,17-03-2023,21-03-2023,On-time,No,None
796,2,26-06-2023,29-06-2023,On-time,No,None
797,8,04-08-2023,08-08-2023,On-time,No,None
798,2,04-09-2023,07-09-2023,On-time,No,None
799,1,05-03-2023,10-03-2023,Late,Yes,Late
800,2,04-11-2023,08-11-2023,On-time,No,None
801,1,12-11-2023,18-11-2023,Late,No,None
802,4,02-02-2023,05-02-2023,On-time,No,None
803,10,29-06-2023,03-07-2023,On-time,No,None
804,7,04-02-2023,07-02-2023,On-time,No,None
805,1,12-05-2023,17-05-2023,Late,Yes,Damaged
806,3,05-03-2023,07-03-2023,On-time,No,None
807,6,09-04-2023,14-04-2023,Late,Yes,Wrong Item
808,6,15-08-2023,18-08-2023,On-time,No,None
809,3,27-11-2023,30-11-2023,On-time,No,None
810,8,01-04-2023,05-04-2023,On-time,No,None
811,9,21-08-2023,25-08-2023,On-time,No,None
812,5,29-09-2023,03-10-2023,On-time,No,None
813,2,06-07-2023,12-07-2023,Late,No,None
814,10,09-10-2023,13-10-2023,On-time,No,None
815,1,21-08-2023,23-08-2023,On-time,No,None
816,10,10-06-2023,13-06-2023,On-time,No,None
817,7,17-04-2023,19-04-2023,On-time,No,None
818,5,23-02-2023,26-02-2023,On-time,No,None
819,5,03-09-2023,06-09-2023,On-time,No,None
820,7,21-04-2023,27-04-2023,Late,Yes,Late
821,6,20-05-2023,22-05-2023,On-time,No,None
822,10,11-09-2023,14-09-2023,On-time,No,None
823,2,31-08-2023,02-09-2023,On-time,No,None
824,5,22-01-2023,25-01-2023,On-time,No,None
825,8,28-07-2023,01-08-2023,On-time,No,None
826,8,22-09-2023,27-09-2023,Late,Yes,Damaged
827,3,20-12-2023,23-12-2023,On-time,No,None
828,7,05-08-2023,09-08-2023,On-time,No,None
829,5,05-11-2023,09-11-2023,On-time,No,None
830,1,03-12-2023,05-12-2023,On-time,No,None
831,3,12-12-2023,18-12-2023,Late,No,None
832,8,09-08-2023,13-08-2023,On-time,No,None
833,4,03-06-2023,06-06-2023,On-time,No,None
834,9,04-07-2023,07-07-2023,On-time,No,None
835,7,14-09-2023,20-09-2023,Late,Yes,Wrong Item
836,4,02-10-2023,04-10-2023,On-time,No,None
837,2,23-12-2023,26-12-2023,On-time,No,None
838,8,16-12-2023,22-12-2023,Late,No,None
839,7,23-05-2023,29-05-2023,Late,Yes,Late
840,2,30-06-2023,06-07-2023,Late,No,None
841,8,13-10-2023,17-10-2023,On-time,No,None
842,2,28-07-2023,30-07-2023,On-time,No,None
843,8,11-09-2023,15-09-2023,On-time,No,None
844,9,09-06-2023,11-06-2023,On-time,No,None
845,1,19-09-2023,23-09-2023,On-time,No,None
846,4,17-07-2023,23-07-2023,Late,No,None
847,1,13-03-2023,15-03-2023,On-time,No,None
848,8,17-06-2023,22-06-2023,Late,Yes,Wrong Item
849,4,14-06-2023,17-06-2023,On-time,No,None
850,2,03-04-2023,05-04-2023,On-time,No,None
851,1,21-10-2023,26-10-2023,Late,Yes,Damaged
852,3,21-11-2023,26-11-2023,Late,No,None
853,2,12-11-2023,14-11-2023,On-time,No,None
854,7,25-04-2023,27-04-2023,On-time,No,None
855,1,25-09-2023,01-10-2023,Late,No,None
856,8,18-09-2023,21-09-2023,On-time,No,None
857,7,22-11-2023,26-11-2023,On-time,No,None
858,9,01-04-2023,05-04-2023,On-time,No,None
859,7,15-03-2023,19-03-2023,On-time,No,None
860,2,19-03-2023,23-03-2023,On-time,No,None
861,3,01-07-2023,06-07-2023,Late,No,None
862,4,22-03-2023,27-03-2023,Late,No,None
863,2,31-12-2023,02-01-2024,On-time,No,None
864,10,06-06-2023,08-06-2023,On-time,No,None
865,8,23-09-2023,29-09-2023,Late,No,None
866,1,20-01-2023,23-01-2023,On-time,No,None
867,10,14-08-2023,16-08-2023,On-time,No,None
868,1,16-06-2023,22-06-2023,Late,No,None
869,10,22-10-2023,26-10-2023,On-time,No,None
870,2,19-06-2023,22-06-2023,On-time,No,None
871,1,12-01-2023,17-01-2023,Late,No,None
872,7,16-05-2023,19-05-2023,On-time,No,None
873,10,21-03-2023,25-03-2023,On-time,No,None
874,1,20-05-2023,22-05-2023,On-time,No,None
875,5,13-07-2023,19-07-2023,Late,No,None
876,10,13-02-2023,17-02-2023,On-time,No,None
877,3,06-12-2023,09-12-2023,On-time,No,None
878,3,10-06-2023,14-06-2023,On-time,No,None
879,3,14-03-2023,20-03-2023,Late,No,None
880,9,22-02-2023,28-02-2023,Late,No,None
881,3,11-05-2023,15-05-2023,On-time,No,None
882,4,25-06-2023,28-06-2023,On-time,No,None
883,6,14-09-2023,16-09-2023,On-time,No,None
884,9,25-07-2023,29-07-2023,On-time,No,None
885,9,16-11-2023,18-11-2023,On-time,No,None
886,5,25-09-2023,29-09-2023,On-time,No,None
887,2,13-01-2023,19-01-2023,Late,Yes,Late
888,7,06-05-2023,09-05-2023,On-time,No,None
889,9,28-06-2023,02-07-2023,On-time,No,None
890,6,21-10-2023,27-10-2023,Late,No,None
891,2,16-02-2023,19-02-2023,On-time,No,None
892,8,24-06-2023,29-06-2023,Late,No,None
893,10,23-03-2023,26-03-2023,On-time,No,None
894,3,14-06-2023,19-06-2023,Late,No,None
895,2,20-06-2023,24-06-2023,On-time,No,None
896,4,19-12-2023,23-12-2023,On-time,No,None
897,10,30-03-2023,05-04-2023,Late,No,None
898,3,09-12-2023,13-12-2023,On-time,No,None
899,8,19-12-2023,21-12-2023,On-time,No,None
900,1,24-02-2023,02-03-2023,Late,No,None
901,1,16-01-2023,20-01-2023,On-time,No,None
902,2,09-06-2023,12-06-2023,On-time,No,None
903,5,21-01-2023,26-01-2023,Late,No,None
904,5,23-07-2023,26-07-2023,On-time,No,None
905,5,15-03-2023,20-03-2023,Late,No,None
906,4,28-04-2023,30-04-2023,On-time,No,None
907,6,05-03-2023,07-03-2023,On-time,No,None
908,9,14-08-2023,18-08-2023,On-time,No,None
909,1,02-11-2023,08-11-2023,Late,No,None
910,10,28-06-2023,04-07-2023,Late,Yes,Wrong Item
911,7,19-12-2023,23-12-2023,On-time,No,None
912,10,02-06-2023,05-06-2023,On-time,No,None
913,8,19-11-2023,21-11-2023,On-time,No,None
914,9,20-09-2023,26-09-2023,Late,No,None
915,10,18-10-2023,20-10-2023,On-time,No,None
916,6,09-09-2023,15-09-2023,Late,No,None
917,1,05-07-2023,07-07-2023,On-time,No,None
918,10,21-02-2023,25-02-2023,On-time,No,None
919,3,20-11-2023,25-11-2023,Late,No,None
920,5,12-06-2023,15-06-2023,On-time,No,None
921,2,06-01-2023,11-01-2023,Late,No,None
922,1,17-06-2023,20-06-2023,On-time,No,None
923,1,22-09-2023,24-09-2023,On-time,No,None
924,8,12-02-2023,17-02-2023,Late,Yes,Wrong Item
925,1,15-03-2023,21-03-2023,Late,Yes,Late
926,2,21-05-2023,25-05-2023,On-time,No,None
927,4,30-04-2023,05-05-2023,Late,Yes,Damaged
928,6,07-01-2023,11-01-2023,On-time,No,None
929,4,18-03-2023,20-03-2023,On-time,No,None
930,5,10-06-2023,13-06-2023,On-time,No,None
931,10,08-12-2023,13-12-2023,Late,Yes,Damaged
932,4,25-05-2023,28-05-2023,On-time,No,None
933,8,18-11-2023,20-11-2023,On-time,No,None
934,9,19-10-2023,25-10-2023,Late,No,None
935,6,29-03-2023,31-03-2023,On-time,No,None
936,10,02-04-2023,07-04-2023,Late,Yes,Late
937,1,24-03-2023,28-03-2023,On-time,No,None
938,1,08-07-2023,13-07-2023,Late,Yes,Wrong Item
939,6,24-10-2023,28-10-2023,On-time,No,None
940,5,30-03-2023,05-04-2023,Late,Yes,Late
941,6,13-03-2023,18-03-2023,Late,Yes,Damaged
942,3,14-02-2023,20-02-2023,Late,No,None
943,8,03-10-2023,08-10-2023,Late,Yes,Late
944,10,01-08-2023,04-08-2023,On-time,No,None
945,9,29-10-2023,02-11-2023,On-time,No,None
946,10,22-08-2023,24-08-2023,On-time,No,None
947,8,26-05-2023,01-06-2023,Late,No,None
948,4,08-11-2023,13-11-2023,Late,Yes,Damaged
949,2,06-02-2023,10-02-2023,On-time,No,None
950,2,28-06-2023,04-07-2023,Late,No,None
951,6,26-02-2023,02-03-2023,On-time,No,None
952,1,14-11-2023,19-11-2023,Late,No,None
953,5,04-01-2023,10-01-2023,Late,Yes,Wrong Item
954,1,31-10-2023,02-11-2023,On-time,No,None
955,3,14-11-2023,17-11-2023,On-time,No,None
956,9,17-10-2023,21-10-2023,On-time,No,None
957,10,29-12-2023,01-01-2024,On-time,No,None
958,6,04-12-2023,09-12-2023,Late,Yes,Wrong Item
959,9,27-01-2023,31-01-2023,On-time,No,None
960,5,23-05-2023,26-05-2023,On-time,No,None
961,8,04-08-2023,06-08-2023,On-time,No,None
962,3,14-10-2023,18-10-2023,On-time,No,None
963,5,17-07-2023,22-07-2023,Late,Yes,Late
964,5,21-07-2023,27-07-2023,Late,No,None
965,2,13-08-2023,16-08-2023,On-time,No,None
966,1,08-07-2023,13-07-2023,Late,No,None
967,4,09-01-2023,15-01-2023,Late,No,None
968,8,11-03-2023,17-03-2023,Late,No,None
969,1,31-03-2023,02-04-2023,On-time,No,None
970,2,22-03-2023,25-03-2023,On-time,No,None
971,2,19-10-2023,22-10-2023,On-time,No,None
972,2,18-06-2023,23-06-2023,Late,Yes,Wrong Item
973,8,29-06-2023,03-07-2023,On-time,No,None
974,10,21-02-2023,24-02-2023,On-time,No,None
975,9,31-07-2023,04-08-2023,On-time,No,None
976,7,23-04-2023,29-04-2023,Late,Yes,Wrong Item
977,4,03-09-2023,06-09-2023,On-time,No,None
978,2,24-05-2023,29-05-2023,Late,No,None
979,8,05-01-2023,07-01-2023,On-time,No,None
980,6,18-07-2023,24-07-2023,Late,No,None
981,10,13-10-2023,17-10-2023,On-time,No,None
982,1,12-02-2023,14-02-2023,On-time,No,None
983,10,27-07-2023,02-08-2023,Late,Yes,Damaged
984,3,06-01-2023,09-01-2023,On-time,No,None
985,1,24-05-2023,29-05-2023,Late,No,None
986,2,05-05-2023,08-05-2023,On-time,No,None
987,9,03-02-2023,08-02-2023,Late,Yes,Late
988,4,12-03-2023,18-03-2023,Late,No,None
989,3,09-02-2023,12-02-2023,On-time,No,None
990,7,25-05-2023,31-05-2023,Late,Yes,Late
991,6,19-11-2023,24-11-2023,Late,Yes,Late
992,2,13-03-2023,16-03-2023,On-time,No,None
993,4,17-07-2023,23-07-2023,Late,Yes,Damaged
994,4,26-06-2023,28-06-2023,On-time,No,None
995,8,06-04-2023,12-04-2023,Late,No,None
996,3,25-07-2023,29-07-2023,On-time,No,None
997,4,14-12-2023,18-12-2023,On-time,No,None
998,5,07-11-2023,13-11-2023,Late,No,None
999,5,25-06-2023,01-07-2023,Late,Yes,Damaged
1000,8,18-03-2023,22-03-2023,On-time,No,None
1001,6,18-09-2023,20-09-2023,On-time,No,None
1002,6,25-09-2023,01-10-2023,Late,Yes,Damaged
1003,10,22-08-2023,24-08-2023,On-time,No,None
1004,7,27-05-2023,01-06-2023,Late,No,None
1005,1,25-05-2023,28-05-2023,On-time,No,None
1006,5,25-11-2023,30-11-2023,Late,Yes,Damaged
1007,5,22-07-2023,25-07-2023,On-time,No,None
1008,8,04-07-2023,10-07-2023,Late,No,None
1009,10,01-02-2023,04-02-2023,On-time,No,None
1010,6,11-03-2023,14-03-2023,On-time,No,None
1011,5,26-10-2023,30-10-2023,On-time,No,None
